segment_id,country,posted_speed_limit_kph,operating_speed_kph,road_type,area_type,sample_size,weighted_sample,percent_over_limit,ranked_percentile,speed_gap_kph,source_name,source_streetimagelink,source_analysis_status,pedestrian_presence,cyclist_presence,ptw_presence,urban_flag,intersection_density_flag,roadside_activity_flag,non_separated_traffic_flag,data_quality_flag,score_eligible_flag,context_only_flag,safe_system_reference_speed_kph,speed_limit_gap_score,operating_speed_score,vru_exposure_score,context_score,uncertainty_penalty,speed_safety_score,priority_label
20,Maharashtra,55.0,44.0,secondary,rural,3.0,35.969888439,0.0,0.004987531172069825,-11.0,,"77.2994739,21.1183866,77.2408869,21.1633762",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
21,Maharashtra,55.0,42.0,secondary,rural,47.5,41.728403155,0.0,0.005236907730673317,-13.0,,"79.5745746,20.9965479,79.5815522,20.9928278",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
23,Maharashtra,55.0,17.75,primary,rural,1.0,42.155376268,0.0,0.005735660847880299,-37.25,,"73.3504378,20.1356253,73.168945,20.0283308",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,82.0,0.0,92.025,aligned
24,Maharashtra,55.0,45.666666666666664,secondary,rural,35.833333333333336,44.831398236666665,0.027906976744186046,0.0059850374064837905,-9.333333333333336,,"74.3057085,20.2484379,74.2959716,20.246428",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
25,Maharashtra,55.0,48.833333333333336,secondary,rural,13.666666666666666,47.82198829166667,0.06097560975609756,0.006234413965087282,-6.166666666666664,,"74.7672348,17.8690392,74.7974671,17.8716724",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
26,Maharashtra,55.0,53.0,secondary,rural,64.0,47.845697152,0.140625,0.006483790523690773,-2.0,,"78.7737912,20.8850159,78.7700325,20.8798405",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
27,Maharashtra,55.0,41.0,secondary,rural,32.5,48.265046732500004,0.0,0.006733167082294264,-14.0,,"75.2898636,17.4650196,75.2976738,17.4758617",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
28,Maharashtra,55.0,27.0,secondary,rural,46.0,51.105628642,0.0,0.006982543640897756,-28.0,धामनगाव-कारेवाडी रोड,"76.8581969,18.3842483,76.8497712,18.3883813",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
29,Maharashtra,55.0,25.0,secondary,rural,11.0,52.653396114,0.0,0.007231920199501247,-30.0,MDR11,"76.6418539,18.2005635,76.6345814,18.2374766",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
30,Maharashtra,55.0,26.5,secondary,rural,7.0,55.294150352,0.0,0.007481296758104738,-28.5,,"75.3966037,18.1852401,75.4551748,18.1617889",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
31,Maharashtra,55.0,38.5,secondary,rural,4.0,59.04207816,0.0,0.0077306733167082295,-16.5,,"74.7870039,19.6124516,74.672992,19.5589804",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
32,Maharashtra,55.0,43.0,secondary,rural,8.5,61.280639168499995,0.0,0.00798004987531172,-12.0,,"74.9713364,20.979376,74.9234014,21.0201395",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
33,Maharashtra,55.0,25.5,secondary,rural,8.5,67.6535962785,0.0,0.008229426433915213,-29.5,,"74.77164,19.7298764,74.7055345,19.7544052",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
34,Maharashtra,55.0,31.8,secondary,rural,13.1,70.1111467878,0.0,0.008478802992518703,-23.2,,"77.4765761,21.1581208,77.4429909,21.1778429",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
35,Maharashtra,55.0,42.25,secondary,rural,51.625,70.45233425475,0.009685230024213076,0.008728179551122194,-12.75,Shirur Anantpal- Shend-Devni Road,"76.8985295,18.3024443,76.9108834,18.3028212",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
36,Maharashtra,55.0,38.5,secondary,rural,27.5,71.6666204925,0.0,0.008977556109725686,-16.5,,"75.7534385,21.0946952,75.7534231,21.1164608",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
37,Maharashtra,55.0,29.0,secondary,rural,11.0,72.241134812,0.0,0.009226932668329177,-26.0,,"74.2216887,21.6472597,74.2788514,21.659743",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
38,Maharashtra,55.0,48.0,secondary,rural,12.5,77.7972443125,0.0,0.009476309226932668,-7.0,,"75.8822626,20.6490945,75.8712355,20.6977111",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
39,Maharashtra,55.0,29.333333333333332,arterial,rural,92.33333333333333,78.47054636699998,0.0,0.00972568578553616,-25.666666666666668,Bypass Road,"80.0560564,19.4256028,80.0545405,19.4326263",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,85.0,0.0,92.625,aligned
40,Maharashtra,55.0,29.5,secondary,rural,8.5,82.621091553,0.0,0.00997506234413965,-25.5,,"74.5520062,16.8647948,74.4665128,16.8720598",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
41,Maharashtra,55.0,29.833333333333332,secondary,rural,60.833333333333336,82.8812221475,0.010958904109589041,0.010224438902743141,-25.166666666666668,,"75.9136176,21.0199431,75.9059561,21.0139761",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
42,Maharashtra,55.0,26.833333333333332,secondary,rural,13.333333333333334,87.02088076000001,0.0,0.010473815461346634,-28.166666666666668,,"79.4821894,21.1582986,79.5063056,21.1183173",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
43,Maharashtra,55.0,28.5,secondary,rural,6.0,91.309649412,0.0,0.010723192019950124,-26.5,,"75.7447267,18.3178195,75.683976,18.2573047",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
44,Maharashtra,55.0,28.0,secondary,rural,27.0,92.10473960399999,0.0,0.010972568578553617,-27.0,,"75.9483454,17.3998755,75.9310338,17.3765262",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
45,Maharashtra,55.0,34.5,secondary,rural,67.33333333333333,93.82143516733333,0.0,0.011221945137157107,-20.5,,"76.6490933,18.3968269,76.6387179,18.3901242",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
46,Maharashtra,55.0,39.5,secondary,rural,8.5,94.64655667000001,0.0,0.011471321695760598,-15.5,,"73.6015807,16.0061032,73.5308931,16.0043636",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
47,Maharashtra,55.0,52.5,secondary,rural,50.5,95.84581415699999,0.13861386138613863,0.01172069825436409,-2.5,,"74.8326483,19.6339078,74.847254,19.6400211",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
48,Maharashtra,55.0,20.5,secondary,rural,8.5,99.05594050999999,0.0,0.011970074812967581,-34.5,,"77.2392184,21.0874407,77.1796757,21.0552551",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
50,Maharashtra,55.0,26.0,secondary,rural,117.5,105.03035562250001,0.0,0.012468827930174564,-29.0,,"77.9222241,20.7697887,77.9255094,20.7638304",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
51,Maharashtra,45.0,40.0,secondary,urban,52.0,106.634890076,0.07692307692307693,0.012718204488778055,-5.0,,"76.9856432,20.709536,76.9664681,20.7135474",Valid,1,1,1,1,1,1,1,1,1,1,30.0,62.5,100.0,32.5,40.0,0.0,58.0,monitor
52,Maharashtra,55.0,26.0,secondary,rural,39.0,107.70938794199999,0.0,0.012967581047381545,-29.0,,"77.4118381,21.0816795,77.4145205,21.1007703",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
53,Maharashtra,55.0,32.75,secondary,rural,10.25,108.25331361225,0.0,0.013216957605985038,-22.25,,"75.8971153,20.1249535,75.9954784,20.12475",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
54,Maharashtra,55.0,44.0,secondary,rural,8.0,111.779454928,0.0,0.013466334164588529,-11.0,Major District Road 46,"76.5086148,19.9538622,76.3899082,19.9189792",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
56,Maharashtra,55.0,51.5,secondary,rural,19.5,115.70273697450001,0.10256410256410256,0.013965087281795512,-3.5,,"77.6749405,20.5008688,77.6292309,20.5123447",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
57,Maharashtra,55.0,31.166666666666668,secondary,rural,20.833333333333332,119.52254410416664,0.0,0.014214463840399002,-23.833333333333332,,"78.734184,20.3918112,78.7855597,20.3905073",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
58,Maharashtra,55.0,41.25,secondary,rural,17.5,120.0127367075,0.0,0.014463840399002495,-13.75,,"75.9689397,20.8208066,75.9389854,20.8592338",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
60,Maharashtra,55.0,26.0,secondary,rural,10.0,130.3402018,0.0,0.014962593516209476,-29.0,,"74.8431884,20.6788092,74.7613752,20.6143886",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
61,Maharashtra,55.0,35.0,secondary,rural,15.5,131.51819973199997,0.0,0.015211970074812968,-20.0,,"73.8795133,21.5790733,73.8374294,21.6266092",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
63,Maharashtra,55.0,36.5,secondary,rural,14.0,133.55863297000002,0.0,0.01571072319201995,-18.5,,"77.1089393,18.3959949,77.106683,18.4726308",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
64,Maharashtra,55.0,24.5,secondary,rural,21.5,134.5387122015,0.0,0.01596009975062344,-30.5,,"75.4353953,17.7443424,75.4029884,17.7877871",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
65,Maharashtra,55.0,48.5,secondary,rural,21.0,134.547537579,0.023809523809523808,0.016209476309226933,-6.5,,"79.1909805,20.8827622,79.1580842,20.8413817",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
66,Maharashtra,55.0,47.0,secondary,rural,14.5,146.13606490799998,0.10344827586206896,0.016458852867830425,-8.0,,"75.419885,17.6741142,75.4876399,17.6180188",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
67,Maharashtra,55.0,43.5,secondary,rural,130.0,147.45360708,0.0,0.016708229426433914,-11.5,,"76.6242747,18.6365221,76.6342916,18.6333152",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
68,Maharashtra,55.0,41.25,secondary,rural,24.75,147.62794827825,0.0,0.016957605985037406,-13.75,,"76.0821511,20.853714,76.125536,20.8749013",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
69,Maharashtra,55.0,31.5,secondary,rural,48.0,152.875963488,0.0,0.0172069825436409,-23.5,,"75.7936303,19.7234715,75.8221476,19.7263831",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
70,Maharashtra,55.0,22.875,secondary,rural,34.5625,152.92217605743758,0.0,0.017456359102244388,-32.125,बोळेगाव (बु)- धामनगाव-कारेवाडी-शिरुर अनंतपाळ रोड,"76.8497712,18.3883813,76.8565589,18.423581",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
71,Maharashtra,55.0,43.0,secondary,rural,80.0,155.05970408,0.0,0.01770573566084788,-12.0,Gajipur Road,"77.9771601,20.2256175,77.985925,20.2119963",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
72,Maharashtra,55.0,42.5,secondary,rural,84.0,156.57644226,0.0,0.017955112219451373,-12.5,Vadjal Mayani Rod,"74.5469148,17.4428885,74.5585224,17.4540141",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
73,Maharashtra,55.0,26.0,secondary,rural,141.0,156.808111365,0.0,0.01820448877805486,-29.0,,"76.8366203,20.7252898,76.8280094,20.7202259",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
75,Maharashtra,55.0,57.0,secondary,rural,15.0,161.826862905,0.16666666666666666,0.018703241895261846,2.0,,"74.9321653,21.5102,75.0179638,21.5020294",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,93.33333333333333,100.0,75.0,0.0,89.29166666666666,aligned
77,Maharashtra,55.0,34.166666666666664,secondary,rural,37.166666666666664,165.1841938965,0.0,0.019201995012468828,-20.833333333333336,,"79.3696069,21.2976006,79.3302539,21.3045179",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
78,Maharashtra,55.0,35.0,secondary,rural,32.0,165.421713536,0.0,0.01945137157107232,-20.0,,"75.4209002,18.7085375,75.4230702,18.664931",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
79,Maharashtra,55.0,58.166666666666664,secondary,rural,112.83333333333333,167.90996120683334,0.2259970457902511,0.01970074812967581,3.1666666666666643,,"73.2919648,17.6609742,73.3038468,17.6658742",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,89.44444444444446,100.0,75.0,0.0,88.51388888888889,aligned
80,Maharashtra,55.0,28.0,secondary,rural,61.5,168.1065540345,0.0,0.0199501246882793,-27.0,,"76.6103035,18.2439611,76.6345814,18.2374766",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
81,Maharashtra,45.0,50.5,secondary,urban,105.0,168.37542876,0.5047619047619047,0.020199501246882794,5.5,,"75.5819816,20.9869962,75.5849865,20.9771972",Valid,1,1,1,1,1,1,1,1,1,1,30.0,62.5,81.66666666666666,32.5,40.0,0.0,54.33333333333333,review
82,Maharashtra,55.0,62.5,secondary,rural,23.5,169.092977193,0.425531914893617,0.020448877805486283,7.5,,"77.7387153,20.9372887,77.6745228,20.9576106",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,75.0,100.0,75.0,0.0,85.625,aligned
83,Maharashtra,55.0,44.3,secondary,rural,17.2,171.6568708704,0.03488372093023256,0.020698254364089775,-10.7,,"77.3177533,21.1654355,77.4109124,21.1835325",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
84,Maharashtra,55.0,29.75,secondary,rural,12.5,172.89936857499998,0.0,0.020947630922693267,-25.25,,"75.956895,19.7087915,75.8378064,19.7331192",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
85,Maharashtra,55.0,30.0,secondary,rural,74.0,173.215269712,0.0,0.02119700748129676,-25.0,,"76.446645,18.413708,76.4586237,18.3983744",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
86,Maharashtra,55.0,49.0,secondary,rural,200.5,176.92899122949999,0.06982543640897755,0.02144638403990025,-6.0,,"73.2876497,17.6673149,73.2919648,17.6609742",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
88,Maharashtra,55.0,59.5,secondary,rural,41.5,178.78369403000002,0.27710843373493976,0.021945137157107233,4.5,,"76.8677055,18.4372926,76.9038818,18.4457314",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,85.0,100.0,75.0,0.0,87.625,aligned
89,Maharashtra,55.0,32.0,secondary,rural,31.0,180.076621184,0.0,0.022194513715710722,-23.0,,"76.2634239,18.3757215,76.3093172,18.3658398",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
90,Maharashtra,55.0,36.5,secondary,rural,15.0,186.10602318,0.0,0.022443890274314215,-18.5,,"73.5827089,16.2768435,73.5317242,16.3495833",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
91,Maharashtra,55.0,41.8,secondary,rural,34.8,186.61064150879997,0.011494252873563218,0.022693266832917707,-13.2,,"77.6649701,20.6794874,77.6854968,20.7211833",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
92,Maharashtra,55.0,47.0,secondary,rural,81.0,187.936053147,0.037037037037037035,0.022942643391521196,-8.0,,"77.6683082,20.8794395,77.6491226,20.8697716",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
93,Maharashtra,55.0,58.75,primary,rural,57.0,188.36674626299998,0.22587719298245615,0.02319201995012469,3.75,,"77.8581718,21.0571263,77.8878808,21.0526338",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,87.5,100.0,82.0,0.0,89.525,aligned
94,Maharashtra,55.0,35.5,secondary,rural,53.0,190.57104593600002,0.0,0.02344139650872818,-19.5,,"73.564969,17.1389691,73.5942364,17.1328793",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
95,Maharashtra,55.0,39.166666666666664,secondary,rural,92.83333333333333,191.902975503,0.0,0.02369077306733167,-15.833333333333336,,"77.985925,20.2119963,77.9879401,20.194786",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
97,Maharashtra,55.0,33.0,secondary,rural,25.0,196.89756835,0.0,0.024189526184538655,-22.0,,"74.2606722,19.1380859,74.2198097,19.1879587",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
98,Maharashtra,55.0,26.75,secondary,rural,33.125,197.07032631874998,0.0,0.024438902743142144,-28.25,,"77.0994776,20.0190773,77.0479134,20.008506",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
99,Maharashtra,55.0,58.5,secondary,rural,38.0,206.08539722600003,0.25,0.024688279301745636,3.5,,"76.6305328,20.6034425,76.5816901,20.6065181",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,88.33333333333333,100.0,75.0,0.0,88.29166666666666,aligned
100,Maharashtra,55.0,33.5,secondary,rural,32.5,208.57201794,0.0,0.02493765586034913,-21.5,,"74.8297527,19.6380344,74.8056187,19.6851976",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
101,Maharashtra,55.0,30.0,secondary,rural,20.0,209.50191468,0.0,0.025187032418952617,-25.0,,"75.7384244,18.1394757,75.8233601,18.1172349",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
102,Maharashtra,55.0,28.5,secondary,rural,26.0,216.634548416,0.0,0.02543640897755611,-26.5,,"75.2758848,18.1784709,75.2255744,18.2270034",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
103,Maharashtra,55.0,38.05555555555556,secondary,rural,204.38888888888889,217.59184781533338,0.012503397662408263,0.025685785536159602,-16.944444444444443,,"76.2212889,20.6721782,76.2131396,20.677972",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
104,Maharashtra,55.0,44.5,secondary,rural,9.0,217.68000009300002,0.0,0.02593516209476309,-10.5,,"78.1318436,20.9194428,78.1267463,21.0912839",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
105,Maharashtra,55.0,21.5,secondary,rural,39.0,219.51555405,0.0,0.026184538653366583,-33.5,,"76.8095148,21.1308986,76.7837427,21.0886826",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
106,Maharashtra,55.0,42.5,secondary,rural,24.0,219.533563248,0.020833333333333332,0.026433915211970076,-12.5,,"75.349961,18.1493301,75.2773895,18.1706231",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
107,Maharashtra,55.0,33.0,secondary,rural,36.5,220.14595958449996,0.0,0.026683291770573565,-22.0,,"74.8817837,19.0217973,74.8453282,18.9879307",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
108,Maharashtra,30.0,31.5,secondary,rural,203.5,229.428672077,0.3034398034398034,0.026932668329177057,1.5,,"74.0572031,16.8606992,74.049717,16.855501",Valid,0,0,0,0,0,0,1,1,1,1,50.0,100.0,95.0,100.0,75.0,0.0,94.0,aligned
109,Maharashtra,55.0,36.5,secondary,rural,296.5,239.3278183145,0.0,0.02718204488778055,-18.5,,"74.0133187,20.9153991,74.0208442,20.9157273",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
111,Maharashtra,55.0,52.333333333333336,secondary,rural,144.33333333333334,245.93164189133336,0.21478060046189376,0.02768079800498753,-2.6666666666666643,,"76.309175,18.3664488,76.3131702,18.3811546",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
112,Maharashtra,55.0,40.333333333333336,secondary,rural,39.333333333333336,245.97448811933336,0.0,0.027930174563591023,-14.666666666666664,,"77.5817149,21.1027441,77.5540676,21.060447",Valid,0,0,0,0,0,0,1,1,1,1,50.0,87.5,100.0,100.0,75.0,0.0,90.625,aligned
