segment_id,country,posted_speed_limit_kph,operating_speed_kph,road_type,area_type,sample_size,weighted_sample,percent_over_limit,ranked_percentile,speed_gap_kph,source_name,source_streetimagelink,source_analysis_status,pedestrian_presence,cyclist_presence,ptw_presence,urban_flag,intersection_density_flag,roadside_activity_flag,non_separated_traffic_flag,data_quality_flag,score_eligible_flag,context_only_flag,safe_system_reference_speed_kph,speed_limit_gap_score,operating_speed_score,vru_exposure_score,context_score,uncertainty_penalty,speed_safety_score,priority_label
54,Thailand,120.0,82.0,expressway,urban,2769424.0,1938596.8,0.0,83.01348547717843,-38.0,Kanchanaphisek Road,"100.7132912,13.9806145,100.7132005,13.9678395",Valid,0,0,0,1,1,0,0,1,1,1,50.0,0.0,100.0,100.0,65.0,0.0,58.0,monitor
55,Thailand,80.0,53.0,secondary,urban,560097.0,504087.3,0.0,60.89211618257261,-27.0,Rat Withi Road,"100.0452791,13.8152591,100.0453165,13.8151497",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
60,Thailand,80.0,55.5,secondary,urban,212424.0,233666.4,0.0,43.56846473029046,-24.5,Wat Phananchoeng-Wat Pa Kho Road,"100.5829777,14.3532226,100.578433,14.3344293",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
61,Thailand,80.0,62.0,secondary,urban,904692.33333333,904692.333333,0.0,72.16459197786999,-18.0,Wat Phananchoeng-Wat Pa Kho Road,"100.5835386,14.3710198,100.5827586,14.3574159",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
66,Thailand,80.0,48.0,secondary,rural,823926.0,3790059.6,0.0,89.4277316735823,-32.0,Sirirat Road,"98.2930373,7.8495309,98.2940803,7.8811932",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,100.0,100.0,75.0,0.0,68.75,monitor
70,Thailand,85.0,62.0,primary,urban,1394375.5,2649313.45,0.0,86.41943291839557,-23.0,Mae Sai Bypass Road,"99.8846758,20.3774935,99.9016047,20.3889804",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,100.0,55.0,47.0,0.0,43.15,review
71,Thailand,80.0,55.0,secondary,urban,1320038.0,3168091.2,0.0,87.96680497925311,-25.0,Nong Chik Rd,"101.217607,6.854085,101.2409477,6.8651662",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
75,Thailand,80.0,65.0,secondary,urban,210615.0,610783.5,0.0,64.6957123098202,-15.0,Borommatrai Lokkanat Road,"100.2155511,16.76565,100.2153516,16.7581865",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
76,Thailand,80.0,66.0,secondary,urban,252415.0,757245.0,0.0,69.05255878284923,-14.0,Borommatrai Lokkanat Road,"100.2153516,16.7581865,100.2154265,16.7656599",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
77,Thailand,90.0,82.44444444,secondary,rural,41682.83333333,1104595.083333,0.15612254115162,75.18153526970954,-7.55555556,Borommatrai Lokkanat Road,"100.2904667,16.573835,100.23332214,16.74270515",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,75.0,0.0,60.0,monitor
78,Thailand,80.0,75.0,secondary,urban,94950.0,151920.0,0.08,34.55221300138312,-5.0,Borommatrai Lokkanat Road,"100.23332214,16.74270515,100.2153516,16.7581865",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
82,Thailand,80.0,57.0,secondary,urban,230055.0,161038.5,0.0,35.779737206085755,-23.0,Borommatrai Lokkanat Road,"100.2187242,16.7890042,100.2292132,16.7917732",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
85,Thailand,80.0,46.0,secondary,urban,322587.0,1161313.2,0.0,76.0027662517289,-34.0,Borommatrai Lokkanat Road,"100.2314847,16.7924033,100.2628846,16.8151104",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
88,Thailand,80.0,41.0,secondary,urban,619409.0,495527.2,0.0,60.54633471645919,-39.0,Sripoovanart,"100.4651693,6.9968656,100.4889164,6.9988155",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
89,Thailand,80.0,44.0,secondary,urban,624552.0,499641.6,0.0,60.73651452282157,-36.0,Sripoovanart,"100.4750057,6.9981131,100.4651693,6.9968656",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
93,Thailand,80.0,87.0,arterial,urban,1024578.0,3483565.2,0.2999996095953651,88.76210235131397,7.0,Saraburi Bypass Road,"100.9166314,14.5014918,100.8869412,14.5289072",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,76.66666666666666,77.5,50.0,0.0,44.70833333333333,review
94,Thailand,80.0,96.0,arterial,urban,788135.0,2679659.0,0.5000006344090797,86.60096818810513,16.0,Saraburi Bypass Road,"100.8872789,14.5284518,100.9166523,14.5015878",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,46.666666666666664,77.5,50.0,0.0,38.708333333333336,review
95,Thailand,80.0,89.0,arterial,urban,2231203.0,8255451.1,0.38738339810407213,94.15629322268326,9.0,Saraburi Bypass Road,"100.8881568,14.5449888,100.9553897,14.5411832",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,70.0,77.5,65.0,0.0,46.375,review
96,Thailand,80.0,88.0,arterial,urban,2256325.0,8348402.5,0.26338359943713785,94.1908713692946,8.0,Saraburi Bypass Road,"100.9552316,14.5410528,100.8882908,14.5448926",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,73.33333333333333,77.5,65.0,0.0,47.041666666666664,review
97,Thailand,90.0,77.66666666,arterial,urban,6916529.0,15216363.8,0.19598255136355244,96.31742738589212,-12.33333334,Kanchanaphisek Road,"100.6177429,14.1738942,100.54342647,14.14199545",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,100.0,77.5,65.0,0.0,52.375,review
98,Thailand,80.0,89.88888888,arterial,rural,9374473.0,50622154.2,0.5040196210859508,98.50449515905947,9.88888888,Kanchanaphisek Road,"100.54342647,14.14199545,100.47499084,14.06362053",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,67.03703706666667,100.0,85.0,0.0,64.15740741333333,monitor
99,Thailand,120.0,104.5,arterial,urban,1718167.0,3608150.7,0.0,89.03008298755186,-15.5,Kanchanaphisek Road,"100.47499084,14.06362053,100.45600612,14.04199603",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,100.0,77.5,50.0,0.0,49.375,review
100,Thailand,120.0,107.0,arterial,rural,1706787.0,11606151.6,0.0,95.32330567081605,-13.0,Kanchanaphisek Road,"100.45600612,14.04199603,100.43660684,13.97532943",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,85.0,0.0,62.0,monitor
101,Thailand,120.0,106.0,arterial,urban,999585.0,799668.0,0.0,70.08990318118948,-14.0,Kanchanaphisek Road,"100.43660684,13.97532943,100.43331909,13.96919743",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,100.0,77.5,50.0,0.0,49.375,review
103,Thailand,80.0,78.52380952,arterial,urban,47813416.0,645481116.0,0.2688145710980014,99.68879668049793,-1.47619048,Kanchanaphisek Road,"100.43213938,13.96699621,100.4099564,13.643642",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,100.0,77.5,65.0,0.0,52.375,review
104,Thailand,120.0,86.42105263,arterial,urban,58592248.0,685529301.6,0.09511097782082026,99.70608575380359,-33.57894737,Kanchanaphisek Road,"100.4107064,13.6417155,100.43193453,13.96699621",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,100.0,77.5,65.0,0.0,52.375,review
107,Thailand,120.0,104.0,arterial,rural,1190730.0,4524774.0,0.0,90.78492392807746,-16.0,Kanchanaphisek Road,"100.43636979,13.97532943,100.45574912,14.04199603",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,85.0,0.0,62.0,monitor
108,Thailand,90.0,104.0,arterial,urban,1517637.0,2731746.6,0.499999670540452,86.765214384509,14.0,Kanchanaphisek Road,"100.45574912,14.04199603,100.47499084,14.06384951",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,53.33333333333333,77.5,50.0,0.0,40.041666666666664,review
109,Thailand,90.0,94.85714285,arterial,rural,12114155.0,56936528.5,0.2547529728652143,98.66009681881052,4.85714285,Kanchanaphisek Road,"100.47499084,14.06384951,100.54312072,14.14199545",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,83.80952383333332,100.0,85.0,0.0,58.76190476666666,monitor
110,Thailand,90.0,88.66666666,arterial,urban,7073646.0,15562021.2,0.14112764478177167,96.37793914246197,-1.33333334,Kanchanaphisek Road,"100.54312072,14.14199545,100.6190336,14.1788824",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,100.0,77.5,65.0,0.0,52.375,review
112,Thailand,90.0,97.0,primary,rural,455203.0,2594657.1,0.32500005492055195,86.20331950207469,7.0,Saraburi Bypass Road,"100.94165802,14.4660323,100.96980931,14.50032905",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,76.66666666666666,100.0,82.0,0.0,56.733333333333334,monitor
113,Thailand,90.0,103.0,primary,urban,485194.0,2377450.6,0.4499993816906227,85.35615491009682,13.0,Saraburi Bypass Road,"100.96980931,14.50032905,100.9552316,14.5410528",Valid,1,0,1,1,0,1,1,1,1,1,30.0,0.0,56.666666666666664,55.0,62.0,0.0,37.483333333333334,review
115,Thailand,80.0,95.0,primary,rural,463136.0,2639875.2,0.524999136322808,86.36756569847857,15.0,Saraburi Bypass Road,"100.97003256,14.50032905,100.94165802,14.4658659",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,50.0,100.0,82.0,0.0,60.150000000000006,monitor
116,Thailand,90.0,85.0,primary,urban,463654.0,1576423.6,0.09166749343260276,80.33367911479945,-5.0,Saraburi Bypass Road,"100.94165802,14.4658659,100.9090601,14.4576619",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,100.0,55.0,47.0,0.0,43.15,review
117,Thailand,80.0,40.5,primary,urban,74107.0,192678.2,0.0,39.77351313969571,-39.5,Aphiban Bancha Road,"104.7854382,17.3976371,104.7719915,17.421179",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,100.0,55.0,47.0,0.0,43.15,review
119,Thailand,75.0,49.0,secondary,urban,378243.5,2269461.0,0.3861789325911192,84.79426002766252,-26.0,Daynhaa-Dongmada Road,"99.7316449,19.847241,99.72499084,19.84371149",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
128,Thailand,80.0,42.0,primary,urban,604092.0,181227.6,0.0,38.416320885200555,-38.0,Thanon Mahayot,"100.7729778,18.7755831,100.7746818,18.7838781",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,100.0,55.0,47.0,0.0,43.15,review
136,Thailand,80.0,78.0,arterial,rural,186471.0,708589.8,0.1250006703455229,67.68672199170125,-2.0,Sathonlamak Road,"104.975957,14.9851085,104.93088586,15.05866245",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,100.0,100.0,85.0,0.0,70.75,monitor
137,Thailand,90.0,105.0,arterial,urban,214981.0,1483368.9,0.49999767421307,79.62482710926693,15.0,Sathonlamak Road,"104.93088586,15.05866245,104.8829217,15.165768",Valid,0,0,1,1,0,0,1,1,1,1,30.0,0.0,50.0,77.5,65.0,0.0,42.375,review
139,Thailand,80.0,51.0,arterial,rural,28609.0,108714.2,0.0,27.368603042876906,-29.0,Sathonlamak Road,"104.9493682,15.0243957,104.975957,14.9851085",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,100.0,100.0,85.0,0.0,70.75,monitor
143,Thailand,80.0,90.0,arterial,urban,227272.0,181817.6,0.34999911999718397,38.53734439834025,10.0,Sathonlamak Road,"105.0554803,14.926044,105.064248,14.9178751",Valid,0,0,1,1,1,0,1,1,1,1,30.0,0.0,66.66666666666666,77.5,50.0,0.0,42.70833333333333,review
149,Thailand,80.0,58.0,secondary,urban,2222588.0,666776.4,0.0,66.4073305670816,-22.0,Witthayu Road,"100.5443508,13.7264284,100.5459033,13.7341403",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
152,Thailand,80.0,54.0,secondary,urban,1557232.0,467169.6,0.0,59.36203319502075,-26.0,Witthayu Road,"100.5459458,13.7340049,100.5447822,13.7272016",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
157,Thailand,80.0,51.0,secondary,urban,841477.0,420738.5,0.0,57.04529737206086,-29.0,Witthayu Road,"100.5475472,13.743237,100.5460474,13.7349173",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
160,Thailand,80.0,45.5,secondary,urban,467327.0,514059.7,0.0,61.367565698478565,-34.5,Sathu Pradit Road,"100.5324625,13.6963052,100.5286686,13.7059013",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
161,Thailand,80.0,42.0,secondary,urban,245282.5,343395.5,0.0,52.23029045643154,-38.0,Sathu Pradit Road,"100.5289945,13.6789095,100.5332203,13.6943457",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
166,Thailand,90.0,90.0,primary,rural,324392.5,4281981.0,0.15538737794492782,90.42185338865836,0.0,Jaruworn Road,"101.1869061,13.4200767,101.17804122,13.30032924",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,82.0,0.0,61.400000000000006,monitor
168,Thailand,40.0,65.0,secondary,urban,1192535.0,3935365.5,0.850000209637453,89.79944674965422,25.0,Rat Burana Road,"100.4866561,13.6936521,100.51296331,13.67815918",Valid,1,1,1,1,1,1,1,1,1,1,30.0,75.0,16.666666666666657,32.5,40.0,0.0,45.70833333333333,review
170,Thailand,80.0,46.0,secondary,urban,399197.5,159679.0,0.0,35.58091286307054,-34.0,Rat Burana Road,"100.51799641,13.67384695,100.51785348,13.67389729",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
172,Thailand,80.0,58.66666667,secondary,urban,651313.33333333,2149334.0,0.0,84.11998616874136,-21.33333333,Rat Burana Road,"100.51292631,13.67806619,100.4865421,13.6936302",Valid,1,1,1,1,1,1,1,1,1,1,30.0,0.0,100.0,32.5,40.0,0.0,36.125,high_priority_review
173,Thailand,80.0,99.92592592,expressway,urban,76536748.0,1171012244.4,0.7248066882003324,99.78388658367912,19.92592592,Buraphawithi Expressway,"100.6365595,13.6674363,101.00497712,13.48887118",Valid,0,0,0,1,0,0,0,1,1,1,50.0,25.0,33.58024693333334,100.0,80.0,0.0,56.46604938666667,monitor
174,Thailand,80.0,95.5,expressway,rural,418817.0,293171.9,0.4270707731539073,48.590940525587826,15.5,Buraphawithi Expressway,"101.00497712,13.48887118,101.00259534,13.48260611",Valid,0,0,0,0,0,0,0,1,1,1,70.0,75.0,48.33333333333333,100.0,100.0,0.0,80.91666666666666,aligned
175,Thailand,80.0,85.0,expressway,urban,368923.0,959199.8,0.2333332429802425,73.01175656984785,5.0,Buraphawithi Expressway,"101.00259534,13.48260611,100.9967414,13.4578646",Valid,0,0,0,1,1,0,0,1,1,1,50.0,25.0,83.33333333333333,100.0,65.0,0.0,63.41666666666667,monitor
178,Thailand,80.0,109.94736842,expressway,urban,79195494.0,799874489.4,0.7273532212125042,99.72337482710927,29.94736842,Buraphawithi Expressway,"101.00488587,13.48893451,100.6639827,13.6596045",Valid,0,0,0,1,0,0,0,1,1,1,50.0,25.0,0.17543859999997835,100.0,80.0,0.0,49.78508771999999,review
195,Thailand,80.0,62.0,primary,rural,1946851.0,8176774.2,0.3265391136763933,94.08713692946058,-18.0,Theppharat-Lat Krabang Road,"100.9709913,13.654562,101.0365632,13.6306128",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,100.0,100.0,82.0,0.0,70.15,monitor
196,Thailand,80.0,85.0,primary,urban,495149.0,1733021.5,0.27500005048985254,81.62171507607192,5.0,Chiang Mai-Fang Road,"98.9373808,19.1081384,98.93828758,19.07487175",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,83.33333333333333,55.0,47.0,0.0,39.81666666666667,review
197,Thailand,85.0,62.0,primary,rural,849240.0,1273860.0,0.018834487306297394,77.40318118948825,-23.0,Chiang Mai-Fang Road,"98.93828758,19.07487175,98.9435268,19.0532108",Valid,0,0,0,0,0,0,1,1,1,1,50.0,12.5,100.0,100.0,82.0,0.0,65.775,monitor
200,Thailand,60.0,72.0,primary,urban,643927.0,1674210.2,0.5000007764855333,81.04253112033194,12.0,Chiang Mai-Fang Road,"98.9404105,18.9302076,98.94437026,18.95866207",Valid,1,0,1,1,1,1,1,1,1,1,30.0,25.0,60.0,55.0,47.0,0.0,43.9,review
201,Thailand,80.0,86.0,primary,rural,584268.0,58426.8,0.3249998288456667,17.83367911479945,6.0,Chiang Mai-Fang Road,"98.94437026,18.95866207,98.94539649,18.96699529",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,80.0,100.0,82.0,0.0,66.15,monitor
202,Thailand,90.0,93.0,primary,urban,560012.0,504010.8,0.22500053570280637,60.88347164591978,3.0,Chiang Mai-Fang Road,"98.94539649,18.96699529,98.94537838,18.97532849",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,90.0,55.0,47.0,0.0,41.15,review
204,Thailand,90.0,91.0,primary,rural,514669.0,772003.5,0.17499985427527207,69.40698478561549,1.0,Chiang Mai-Fang Road,"98.9426612,19.0549922,98.93815185,19.07490083",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,96.66666666666667,100.0,82.0,0.0,60.733333333333334,monitor
205,Thailand,80.0,79.0,primary,urban,494768.0,1731688.0,0.13333319859004625,81.57849239280775,-1.0,Chiang Mai-Fang Road,"98.93815185,19.07490083,98.9433428,19.1213825",Valid,1,0,1,1,0,1,1,1,1,1,30.0,0.0,100.0,55.0,62.0,0.0,46.15,review
206,Thailand,80.0,91.0,primary,rural,608342.0,182502.6,0.5,38.67565698478562,11.0,Chiang Mai-Fang Road,"98.9455111,18.9880542,98.94545234,18.97532849",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,63.33333333333333,100.0,82.0,0.0,62.81666666666666,monitor
209,Thailand,80.0,92.0,primary,rural,583807.0,175142.1,0.5250005566908242,37.6210235131397,12.0,Chiang Mai-Fang Road,"98.9453552,18.9798109,98.9453883,18.9871383",Valid,0,0,0,0,0,0,1,1,1,1,50.0,25.0,60.0,100.0,82.0,0.0,62.150000000000006,monitor
210,Thailand,90.0,91.5,primary,urban,651304.0,1042086.4,0.19987901195140825,74.4381051175657,1.5,Chiang Mai-Fang Road,"98.947364,19.1389221,98.94815969,19.1595046",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,95.0,55.0,47.0,0.0,42.15,review
211,Thailand,90.0,99.0,primary,rural,281888.0,2480614.4,0.375,85.77973720608576,9.0,Chiang Mai-Fang Road,"98.94815969,19.1595046,98.9683676,19.231641",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,70.0,100.0,82.0,0.0,55.400000000000006,monitor
214,Thailand,90.0,57.0,primary,rural,272250.0,571725.0,0.0,63.234785615491006,-33.0,Chiang Mai-Fang Road,"98.9567241,19.3021859,98.9681801,19.2842703",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,82.0,0.0,61.400000000000006,monitor
216,Thailand,90.0,92.0,primary,rural,494493.0,593391.6,0.5360905007755418,64.04737206085753,2.0,Chiang Mai-Fang Road,"98.9814281,19.4392096,98.9748207,19.4238411",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,93.33333333333333,100.0,82.0,0.0,60.06666666666668,monitor
217,Thailand,90.0,79.5,primary,rural,128683.5,1029468.0,0.02532181670532741,74.22199170124482,-10.5,Chiang Mai-Fang Road,"98.9934237,19.4589324,99.04966341,19.50032807",Valid,0,0,0,0,0,0,1,1,1,1,50.0,0.0,100.0,100.0,82.0,0.0,61.400000000000006,monitor
220,Thailand,90.0,72.0,primary,urban,121830.0,596967.0,0.0,64.17704011065007,-18.0,Chiang Mai-Fang Road,"99.05382671,19.50866322,99.05876878,19.55032922",Valid,1,0,1,1,1,1,1,1,1,1,30.0,0.0,100.0,55.0,47.0,0.0,43.15,review
