segment_id,speed_safety_score,priority_label,posted_speed_limit_kph,operating_speed_kph,safe_system_reference_speed_kph,road_type,area_type
156,90.625,aligned,55.0,41.0,50.0,secondary,rural
157,90.625,aligned,55.0,36.875,50.0,secondary,rural
159,76.79166666666666,aligned,55.0,75.75,50.0,secondary,rural
160,90.625,aligned,55.0,33.0,50.0,secondary,rural
161,87.625,aligned,55.0,59.5,50.0,secondary,rural
162,90.625,aligned,55.0,42.0,50.0,secondary,rural
163,90.625,aligned,55.0,20.25,50.0,secondary,rural
164,92.025,aligned,55.0,34.5,50.0,primary,rural
165,90.625,aligned,55.0,50.75,50.0,secondary,rural
166,92.025,aligned,55.0,33.5,50.0,primary,rural
167,90.625,aligned,55.0,27.5,50.0,secondary,rural
168,51.0,review,45.0,55.5,30.0,secondary,urban
169,90.625,aligned,55.0,35.0,50.0,secondary,rural
170,90.625,aligned,55.0,45.333333333333336,50.0,secondary,rural
171,90.625,aligned,55.0,45.75,50.0,secondary,rural
172,86.95833333333333,aligned,55.0,60.5,50.0,secondary,rural
173,58.0,monitor,45.0,30.0,30.0,secondary,urban
174,90.625,aligned,55.0,47.5,50.0,secondary,rural
175,90.625,aligned,55.0,22.0,50.0,secondary,rural
176,90.29166666666666,aligned,55.0,55.5,50.0,secondary,rural
177,90.625,aligned,55.0,40.5,50.0,secondary,rural
178,90.625,aligned,55.0,41.625,50.0,secondary,rural
179,90.625,aligned,55.0,33.5,50.0,secondary,rural
180,90.625,aligned,55.0,40.16666666666666,50.0,secondary,rural
181,90.625,aligned,55.0,47.5,50.0,secondary,rural
182,90.625,aligned,55.0,51.5,50.0,secondary,rural
183,89.625,aligned,55.0,56.5,50.0,secondary,rural
184,90.625,aligned,55.0,33.75,50.0,secondary,rural
185,90.625,aligned,55.0,40.5,50.0,secondary,rural
186,90.625,aligned,55.0,52.0,50.0,secondary,rural
187,90.625,aligned,55.0,37.5,50.0,secondary,rural
188,90.625,aligned,55.0,41.5,50.0,secondary,rural
189,90.625,aligned,55.0,33.5,50.0,secondary,rural
190,90.625,aligned,55.0,30.5,50.0,secondary,rural
191,86.69166666666666,aligned,55.0,63.0,50.0,primary,rural
192,90.625,aligned,55.0,51.0,50.0,secondary,rural
193,87.29166666666666,aligned,55.0,60.0,50.0,secondary,rural
194,90.625,aligned,55.0,48.125,50.0,secondary,rural
195,90.625,aligned,55.0,32.75,50.0,secondary,rural
196,90.625,aligned,55.0,35.0,50.0,secondary,rural
197,90.625,aligned,55.0,23.0,50.0,secondary,rural
198,90.625,aligned,55.0,37.25,50.0,secondary,rural
199,90.625,aligned,55.0,37.5,50.0,secondary,rural
200,80.29166666666666,aligned,55.0,70.5,50.0,secondary,rural
201,90.625,aligned,55.0,46.5,50.0,secondary,rural
202,92.025,aligned,55.0,54.75,50.0,primary,rural
203,90.625,aligned,55.0,41.0,50.0,secondary,rural
204,89.875,aligned,55.0,56.125,50.0,secondary,rural
205,84.625,aligned,55.0,64.0,50.0,secondary,rural
206,90.625,aligned,55.0,46.0,50.0,secondary,rural
207,92.025,aligned,55.0,32.25,50.0,primary,rural
208,86.95833333333333,aligned,55.0,60.5,50.0,secondary,rural
209,90.625,aligned,55.0,32.875,50.0,secondary,rural
210,90.625,aligned,55.0,47.25,50.0,secondary,rural
211,90.625,aligned,55.0,43.0,50.0,secondary,rural
212,90.625,aligned,55.0,43.75,50.0,secondary,rural
214,90.625,aligned,55.0,38.0,50.0,secondary,rural
215,90.625,aligned,55.0,31.0,50.0,secondary,rural
216,90.625,aligned,55.0,45.5,50.0,secondary,rural
217,97.0,aligned,45.0,34.5,50.0,arterial,rural
218,90.625,aligned,55.0,42.0625,50.0,secondary,rural
219,89.625,aligned,55.0,56.5,50.0,secondary,rural
220,90.625,aligned,55.0,35.5,50.0,secondary,rural
221,90.625,aligned,55.0,33.0,50.0,secondary,rural
222,90.625,aligned,55.0,23.0,50.0,secondary,rural
223,90.625,aligned,55.0,50.0,50.0,secondary,rural
224,90.625,aligned,55.0,33.0,50.0,secondary,rural
225,58.0,monitor,45.0,43.833333333333336,30.0,secondary,urban
226,85.45833333333333,aligned,55.0,62.75,50.0,secondary,rural
228,90.625,aligned,55.0,43.0,50.0,secondary,rural
229,90.625,aligned,55.0,34.0,50.0,secondary,rural
230,56.275,monitor,55.0,48.333333333333336,30.0,primary,urban
231,90.625,aligned,55.0,32.166666666666664,50.0,secondary,rural
232,92.025,aligned,55.0,49.833333333333336,50.0,primary,rural
233,90.625,aligned,55.0,33.0,50.0,secondary,rural
234,52.0,review,45.0,54.0,30.0,secondary,urban
235,90.625,aligned,55.0,54.5,50.0,secondary,rural
236,90.625,aligned,55.0,39.0,50.0,secondary,rural
237,90.40277777777776,aligned,55.0,55.333333333333336,50.0,secondary,rural
239,92.025,aligned,55.0,39.125,50.0,primary,rural
240,90.625,aligned,55.0,43.0,50.0,secondary,rural
241,95.0,aligned,45.0,21.0,50.0,secondary,rural
242,90.625,aligned,55.0,34.0,50.0,secondary,rural
243,49.25,review,55.0,44.25,30.0,secondary,urban
244,95.0,aligned,45.0,26.5,50.0,secondary,rural
245,90.625,aligned,55.0,20.0,50.0,secondary,rural
246,90.625,aligned,55.0,44.0,50.0,secondary,rural
247,87.79166666666666,aligned,55.0,59.25,50.0,secondary,rural
248,90.625,aligned,55.0,30.5,50.0,secondary,rural
249,90.625,aligned,55.0,32.5,50.0,secondary,rural
250,49.25,review,55.0,54.5,30.0,secondary,urban
251,79.125,aligned,55.0,72.25,50.0,secondary,rural
252,90.625,aligned,55.0,33.75,50.0,secondary,rural
253,92.025,aligned,55.0,36.5,50.0,primary,rural
254,77.45833333333333,aligned,55.0,74.75,50.0,secondary,rural
255,70.625,monitor,55.0,89.5,50.0,secondary,rural
256,90.625,aligned,55.0,36.5,50.0,secondary,rural
257,90.625,aligned,55.0,47.0,50.0,secondary,rural
258,90.625,aligned,55.0,37.5,50.0,secondary,rural
259,90.625,aligned,55.0,51.0,50.0,secondary,rural
260,95.0,aligned,45.0,22.25,50.0,secondary,rural
261,90.625,aligned,55.0,37.0,50.0,secondary,rural
262,95.0,aligned,45.0,23.5,50.0,secondary,rural
263,90.625,aligned,55.0,51.75,50.0,secondary,rural
264,88.95833333333333,aligned,55.0,57.5,50.0,secondary,rural
265,90.625,aligned,55.0,53.75,50.0,secondary,rural
266,90.625,aligned,55.0,33.5,50.0,secondary,rural
267,90.625,aligned,55.0,45.5,50.0,secondary,rural
268,90.625,aligned,55.0,51.25,50.0,secondary,rural
269,58.0,monitor,45.0,34.5,30.0,secondary,urban
270,90.625,aligned,55.0,45.75,50.0,secondary,rural
271,90.625,aligned,55.0,32.0,50.0,secondary,rural
272,90.625,aligned,55.0,49.91666666666666,50.0,secondary,rural
273,90.625,aligned,55.0,44.5,50.0,secondary,rural
274,93.33333333333334,aligned,45.0,47.5,50.0,secondary,rural
275,90.625,aligned,55.0,52.0,50.0,secondary,rural
276,90.625,aligned,55.0,25.5,50.0,secondary,rural
277,92.025,aligned,55.0,45.66666666666666,50.0,primary,rural
278,90.625,aligned,55.0,37.25,50.0,secondary,rural
279,90.625,aligned,55.0,39.5,50.0,secondary,rural
280,58.0,monitor,45.0,36.5,30.0,secondary,urban
281,90.625,aligned,55.0,29.25,50.0,secondary,rural
282,95.0,aligned,45.0,26.75,50.0,secondary,rural
283,90.625,aligned,55.0,43.0,50.0,secondary,rural
284,84.77777777777777,aligned,45.0,60.333333333333336,50.0,secondary,rural
285,90.625,aligned,55.0,41.0,50.0,secondary,rural
286,92.025,aligned,55.0,47.0,50.0,primary,rural
287,36.125,high_priority_review,80.0,40.0,30.0,secondary,urban
288,90.625,aligned,55.0,21.916666666666668,50.0,secondary,rural
289,90.625,aligned,55.0,32.25,50.0,secondary,rural
290,90.625,aligned,55.0,35.0,50.0,secondary,rural
291,90.625,aligned,55.0,32.5,50.0,secondary,rural
292,90.625,aligned,55.0,47.75,50.0,secondary,rural
293,90.625,aligned,55.0,29.5,50.0,secondary,rural
294,90.625,aligned,55.0,36.0,50.0,secondary,rural
295,56.333333333333336,monitor,45.0,47.5,30.0,secondary,urban
296,90.625,aligned,55.0,30.25,50.0,secondary,rural
297,90.625,aligned,55.0,50.0,50.0,secondary,rural
298,90.625,aligned,55.0,41.5,50.0,secondary,rural
299,92.025,aligned,55.0,48.5,50.0,primary,rural
300,90.625,aligned,55.0,41.0,50.0,secondary,rural
301,58.0,monitor,45.0,30.8,30.0,secondary,urban
302,92.33333333333334,aligned,45.0,49.0,50.0,secondary,rural
303,89.625,aligned,55.0,56.5,50.0,secondary,rural
304,90.625,aligned,55.0,33.75,50.0,secondary,rural
305,90.625,aligned,55.0,47.0,50.0,secondary,rural
306,90.625,aligned,55.0,55.0,50.0,secondary,rural
307,58.0,monitor,45.0,35.666666666666664,30.0,secondary,urban
308,90.625,aligned,55.0,50.333333333333336,50.0,secondary,rural
309,87.625,aligned,55.0,59.5,50.0,secondary,rural
310,90.625,aligned,55.0,48.0,50.0,secondary,rural
311,90.625,aligned,55.0,41.0,50.0,secondary,rural
312,83.95833333333333,aligned,55.0,65.0,50.0,secondary,rural
313,90.625,aligned,55.0,23.0,50.0,secondary,rural
314,90.625,aligned,55.0,46.5,50.0,secondary,rural
315,90.625,aligned,55.0,47.25,50.0,secondary,rural
316,90.625,aligned,55.0,25.666666666666668,50.0,secondary,rural
317,89.0,aligned,50.0,59.0,50.0,secondary,rural
318,88.29166666666666,aligned,55.0,58.5,50.0,secondary,rural
319,90.625,aligned,55.0,30.75,50.0,secondary,rural
320,90.625,aligned,55.0,49.5,50.0,secondary,rural
321,90.625,aligned,55.0,50.75,50.0,secondary,rural
322,90.625,aligned,55.0,45.5,50.0,secondary,rural
323,90.625,aligned,55.0,48.75,50.0,secondary,rural
324,84.95833333333333,aligned,55.0,63.5,50.0,secondary,rural
325,90.625,aligned,55.0,45.0,50.0,secondary,rural
326,87.625,aligned,55.0,59.5,50.0,secondary,rural
327,92.025,aligned,55.0,34.75,50.0,primary,rural
328,92.025,aligned,55.0,47.0,50.0,primary,rural
329,71.25,monitor,45.0,44.5,30.0,arterial,urban
330,90.625,aligned,55.0,49.5,50.0,secondary,rural
331,77.29166666666666,aligned,55.0,75.0,50.0,secondary,rural
332,90.625,aligned,55.0,54.0,50.0,secondary,rural
333,89.29166666666666,aligned,55.0,57.0,50.0,secondary,rural
334,90.625,aligned,55.0,42.5,50.0,secondary,rural
335,90.625,aligned,55.0,32.833333333333336,50.0,secondary,rural
336,90.625,aligned,55.0,43.25,50.0,secondary,rural
337,85.625,aligned,55.0,62.5,50.0,secondary,rural
338,92.025,aligned,55.0,36.0,50.0,primary,rural
340,90.625,aligned,55.0,44.6,50.0,secondary,rural
341,63.583333333333336,monitor,45.0,56.5,30.0,arterial,urban
342,90.625,aligned,55.0,37.5,50.0,secondary,rural
343,90.625,aligned,55.0,52.5,50.0,secondary,rural
344,92.025,aligned,55.0,40.5,50.0,primary,rural
345,90.625,aligned,55.0,47.5,50.0,secondary,rural
346,90.625,aligned,55.0,43.833333333333336,50.0,secondary,rural
347,90.625,aligned,55.0,34.0,50.0,secondary,rural
348,65.025,monitor,45.0,22.5,30.0,primary,urban
349,90.625,aligned,55.0,53.5,50.0,secondary,rural
350,90.625,aligned,55.0,47.0,50.0,secondary,rural
351,95.0,aligned,45.0,40.5,50.0,secondary,rural
352,90.625,aligned,55.0,26.5,50.0,secondary,rural
353,90.625,aligned,55.0,44.5,50.0,secondary,rural
354,49.25,review,55.0,35.0,30.0,secondary,urban
355,88.04166666666666,aligned,55.0,58.875,50.0,secondary,rural
356,90.625,aligned,55.0,32.5,50.0,secondary,rural
357,90.625,aligned,55.0,24.666666666666668,50.0,secondary,rural
358,90.625,aligned,55.0,43.9,50.0,secondary,rural
359,90.625,aligned,55.0,40.5,50.0,secondary,rural
360,90.625,aligned,55.0,47.5,50.0,secondary,rural
361,90.625,aligned,55.0,37.5,50.0,secondary,rural
362,90.625,aligned,55.0,37.71428571428572,50.0,secondary,rural
363,90.625,aligned,55.0,24.0,50.0,secondary,rural
364,58.0,monitor,45.0,29.0,30.0,secondary,urban
365,90.625,aligned,55.0,47.25,50.0,secondary,rural
366,90.625,aligned,55.0,54.66666666666666,50.0,secondary,rural
367,90.625,aligned,55.0,50.5,50.0,secondary,rural
368,90.625,aligned,55.0,50.0,50.0,secondary,rural
369,90.625,aligned,55.0,46.25,50.0,secondary,rural
370,90.625,aligned,55.0,38.0,50.0,secondary,rural
371,90.625,aligned,55.0,45.0,50.0,secondary,rural
372,90.625,aligned,55.0,38.16666666666666,50.0,secondary,rural
373,90.625,aligned,55.0,48.25,50.0,secondary,rural
374,90.625,aligned,55.0,33.5,50.0,secondary,rural
375,90.625,aligned,55.0,53.0,50.0,secondary,rural
376,90.625,aligned,55.0,42.5,50.0,secondary,rural
377,92.025,aligned,55.0,48.5,50.0,primary,rural
378,90.625,aligned,55.0,32.0,50.0,secondary,rural
379,90.625,aligned,55.0,45.75,50.0,secondary,rural
380,90.625,aligned,55.0,52.5,50.0,secondary,rural
381,77.95833333333333,aligned,55.0,74.0,50.0,secondary,rural
382,90.69166666666666,aligned,55.0,57.0,50.0,primary,rural
383,89.95833333333333,aligned,55.0,56.0,50.0,secondary,rural
384,90.625,aligned,55.0,26.0,50.0,secondary,rural
386,85.79166666666666,aligned,55.0,65.25,50.0,arterial,rural
387,90.625,aligned,55.0,45.5,50.0,secondary,rural
388,90.625,aligned,55.0,48.9,50.0,secondary,rural
389,90.625,aligned,55.0,32.5,50.0,secondary,rural
390,90.625,aligned,55.0,25.25,50.0,secondary,rural
392,89.625,aligned,55.0,56.5,50.0,secondary,rural
393,89.35833333333333,aligned,55.0,59.0,50.0,primary,rural
394,90.625,aligned,55.0,46.0,50.0,secondary,rural
395,92.025,aligned,55.0,36.4,50.0,primary,rural
396,92.025,aligned,55.0,45.333333333333336,50.0,primary,rural
397,90.625,aligned,55.0,39.5,50.0,secondary,rural
398,90.625,aligned,55.0,26.375,50.0,secondary,rural
399,90.625,aligned,55.0,45.5,50.0,secondary,rural
400,90.625,aligned,55.0,37.75,50.0,secondary,rural
401,90.625,aligned,55.0,43.0,50.0,secondary,rural
402,90.625,aligned,55.0,36.25,50.0,secondary,rural
403,90.625,aligned,55.0,38.5,50.0,secondary,rural
404,92.025,aligned,55.0,49.5,50.0,primary,rural
405,89.95833333333333,aligned,55.0,56.0,50.0,secondary,rural
406,85.95833333333333,aligned,55.0,62.0,50.0,secondary,rural
408,89.95833333333333,aligned,55.0,56.0,50.0,secondary,rural
409,92.025,aligned,55.0,52.25,50.0,primary,rural
410,90.625,aligned,55.0,48.5,50.0,secondary,rural
411,90.625,aligned,55.0,38.66666666666666,50.0,secondary,rural
412,90.625,aligned,55.0,40.5,50.0,secondary,rural
413,84.95833333333333,aligned,55.0,63.5,50.0,secondary,rural
414,86.025,aligned,55.0,64.0,50.0,primary,rural
416,90.625,aligned,55.0,47.5,50.0,secondary,rural
417,92.025,aligned,55.0,51.16666666666666,50.0,primary,rural
418,90.625,aligned,55.0,26.0,50.0,secondary,rural
419,92.025,aligned,55.0,28.5,50.0,primary,rural
421,90.45833333333331,aligned,55.0,55.25,50.0,secondary,rural
423,90.625,aligned,55.0,48.833333333333336,50.0,secondary,rural
424,90.625,aligned,55.0,48.5,50.0,secondary,rural
425,90.625,aligned,55.0,27.0,50.0,secondary,rural
426,90.29166666666666,aligned,55.0,55.5,50.0,secondary,rural
427,90.625,aligned,55.0,48.0,50.0,secondary,rural
428,90.625,aligned,55.0,37.5,50.0,secondary,rural
429,49.25,review,55.0,32.25,30.0,secondary,urban
430,90.625,aligned,55.0,42.5,50.0,secondary,rural
431,65.025,monitor,45.0,28.8,30.0,primary,urban
432,82.95833333333333,aligned,55.0,66.5,50.0,secondary,rural
433,90.625,aligned,55.0,49.0,50.0,secondary,rural
434,90.625,aligned,55.0,36.5,50.0,secondary,rural
435,89.0,aligned,40.0,49.0,50.0,secondary,rural
436,88.91388888888889,aligned,55.0,59.66666666666666,50.0,primary,rural
437,70.15,monitor,80.0,64.27272727272727,50.0,primary,rural
438,90.625,aligned,55.0,36.0,50.0,secondary,rural
439,90.625,aligned,55.0,46.5,50.0,secondary,rural
440,82.125,aligned,55.0,67.75,50.0,secondary,rural
441,90.625,aligned,55.0,25.5,50.0,secondary,rural
442,84.29166666666666,aligned,55.0,64.5,50.0,secondary,rural
443,90.625,aligned,55.0,33.0,50.0,secondary,rural
444,90.625,aligned,55.0,54.25,50.0,secondary,rural
445,90.625,aligned,55.0,52.66666666666666,50.0,secondary,rural
446,90.625,aligned,55.0,46.0,50.0,secondary,rural
447,90.625,aligned,55.0,40.0,50.0,secondary,rural
448,90.625,aligned,55.0,46.16666666666666,50.0,secondary,rural
449,90.625,aligned,55.0,52.5,50.0,secondary,rural
450,84.29166666666666,aligned,55.0,64.5,50.0,secondary,rural
451,90.625,aligned,55.0,44.5,50.0,secondary,rural
452,89.44444444444444,aligned,45.0,53.333333333333336,50.0,secondary,rural
453,84.0,aligned,20.0,36.5,50.0,secondary,rural
454,90.625,aligned,55.0,49.5,50.0,secondary,rural
455,90.625,aligned,55.0,38.125,50.0,secondary,rural
456,84.95833333333333,aligned,55.0,63.5,50.0,secondary,rural
457,90.625,aligned,55.0,30.5,50.0,secondary,rural
458,90.625,aligned,55.0,51.0,50.0,secondary,rural
459,90.625,aligned,55.0,25.0,50.0,secondary,rural
460,90.625,aligned,55.0,54.0,50.0,secondary,rural
461,90.625,aligned,55.0,55.0,50.0,secondary,rural
462,90.625,aligned,55.0,50.5,50.0,secondary,rural
463,86.625,aligned,55.0,61.0,50.0,secondary,rural
464,90.625,aligned,55.0,35.25,50.0,secondary,rural
465,77.025,aligned,55.0,77.5,50.0,primary,rural
466,89.95833333333333,aligned,55.0,56.0,50.0,secondary,rural
467,92.025,aligned,55.0,44.833333333333336,50.0,primary,rural
468,92.025,aligned,55.0,31.5,50.0,primary,rural
469,90.625,aligned,55.0,43.0,50.0,secondary,rural
470,88.18055555555556,aligned,55.0,58.66666666666666,50.0,secondary,rural
471,92.025,aligned,55.0,48.0,50.0,primary,rural
472,90.29166666666666,aligned,55.0,55.5,50.0,secondary,rural
473,90.625,aligned,55.0,54.333333333333336,50.0,secondary,rural
474,90.625,aligned,55.0,44.16666666666666,50.0,secondary,rural
475,92.025,aligned,55.0,45.0,50.0,primary,rural
476,92.025,aligned,55.0,24.166666666666668,50.0,primary,rural
477,65.025,monitor,45.0,31.0,30.0,primary,urban
478,92.025,aligned,55.0,28.0,50.0,primary,rural
479,90.29166666666666,aligned,55.0,55.5,50.0,secondary,rural
480,57.333333333333336,monitor,45.0,46.0,30.0,secondary,urban
481,90.625,aligned,55.0,42.75,50.0,secondary,rural
482,90.625,aligned,55.0,46.5,50.0,secondary,rural
484,87.95833333333333,aligned,55.0,59.0,50.0,secondary,rural
485,90.625,aligned,55.0,40.0,50.0,secondary,rural
486,56.275,monitor,55.0,35.285714285714285,30.0,primary,urban
488,90.625,aligned,55.0,53.25,50.0,secondary,rural
489,90.025,aligned,55.0,58.0,50.0,primary,rural
490,90.625,aligned,55.0,50.5,50.0,secondary,rural
491,49.25,review,55.0,45.5,30.0,secondary,urban
492,90.625,aligned,55.0,41.16666666666666,50.0,secondary,rural
493,53.33333333333333,review,45.0,52.0,30.0,secondary,urban
